ra,dec,m,sp_cl,id,bayer_name,proper_name
5.21987080,0.61232132,3.9,K0,83853,eta Cyg,
0.98535224,0.42529615,3.9,B5,92841,,
2.58641934,0.45390642,3.9,K0,99922,mu Leo,Rasalas
4.11349502,0.45893878,3.9,A0,104258,,
5.96261799,0.41129823,3.9,K0,114805,,
2.28936997,0.31685216,3.9,K0,125682,del Cnc,Asellus Australis
1.06096943,0.10453300,3.9,A0,147155,nu Tau,
2.41887144,0.04039094,3.9,A0,155592,the Hya,
5.56683229,0.09159221,3.9,F8,171503,alp Equ,Kitalpha
2.53009938,-0.01994702,3.9,K0,177936,iot Hya,
3.22844881,0.01163800,3.9,A0,178753,eta Vir,Zaniah
0.76981026,-0.15530230,3.9,K0,185202,eta Eri,Azha
1.20566893,-0.05851162,3.9,B2,187123,nu Eri,
2.01257079,-0.16669925,3.9,K0,190531,alp Mon,
2.20636001,-0.06818007,3.9,A0,191324,,
3.85307823,-0.09875441,3.9,F5,197840,mu Vir,
4.98152231,-0.10016880,3.9,K0,202441,,
0.06388195,-0.33044168,3.9,M0,208536,,
1.21378988,-0.24965058,3.9,K0,214604,53 Eri,
1.36672843,-0.22586713,3.9,B8,215450,,
3.28152508,-0.28267488,3.9,F0,225971,,
4.08200361,-0.25812643,3.9,K0,230451,gam Lib,
4.54224643,-0.36849088,3.9,F5,266721,,
4.77244372,-0.36754592,3.9,B8,268080,mu Sgr,
4.79116281,-0.47198454,3.9,K5,268205,,
4.99462304,-0.37946158,3.9,K0,269274,,
6.05053720,-0.41439623,3.9,G5,274599,,
1.44518454,-0.61907866,3.9,K0,281547,,
4.14934125,-0.58690497,3.9,B9,294334,chi Lup,
5.01794784,-0.68662755,3.9,G5,298639,,
5.25151107,-0.66219474,3.9,K5,299717,,
0.04106316,-0.79844348,3.9,K0,304618,eps Phe,
0.11433695,-0.76236510,3.9,A3,304874,,
0.39816196,-0.85648043,3.9,K0,305952,,
1.10829323,-0.73817731,3.9,K0,308436,alp Hor,
3.96557866,-0.79028091,3.9,B3,320280,,
3.97906569,-0.85063609,3.9,B9,320330,,
6.06658660,-0.78970456,3.9,K0,329009,iot Gru,
1.51531660,-0.89128006,3.9,A3,334622,,
2.85139726,-1.02718633,3.9,K0,339549,,
2.91727232,-1.02930908,3.9,F8,339804,,
2.97145395,-0.95104842,3.9,B5,339993,pi Cen,
3.26393943,-0.87669085,3.9,B3,341006,sig Cen,
4.96088008,-1.17344686,3.9,F5,363676,,
2.01507243,-1.26721492,3.9,K0,369660,zet Vol,
3.28325230,-1.25895757,3.9,B5,371540,gam Mus,
4.33474649,-1.37701465,3.9,K0,373122,gam Aps,
0.49537534,0.33675643,3.9,A0,400026,,
0.53858591,1.26399018,4,A2,4888,50 Cas,
1.32391143,1.05491597,4,G0,15120,bet Cam,
3.77513204,0.90496664,4,F8,34508,the Boo,
4.19703215,1.02215673,4,F8,35254,the Dra,
0.82496012,0.86591548,4,G0,45875,iot Per,
1.08499011,0.83274065,4,B3,46825,48 Per,
2.35898628,0.72924694,4,F5,50954,,
5.64605686,0.79572774,4,K0,61674,rho Cyg,
0.59914753,0.59074547,4,A0,67170,gam Tri,
1.04268151,0.62467074,4,O5,68961,xi Per,Menkib
1.53366357,0.68327002,4,K0,70925,nu Aur,
5.36425025,0.53003147,4,F5,85045,41 Cyg,
2.29814869,0.50195514,4,G5,99032,iot Cnc,
4.97254208,0.26299105,4,K0,135586,eps Aql,
5.38090687,0.19727946,4,B5,138578,eps Del,
0.53252249,0.04823275,4,A2,145227,,
1.44332031,0.10381131,4,B3,149063,,
2.28300410,0.05931084,4,B3,154889,,
2.97201900,0.10523142,4,A0,157768,sig Leo,
3.07989257,0.11395812,4,M0,158181,nu Vir,
4.71520470,0.05116529,4,B5,164987,67 Oph,
6.28018203,0.11978689,4,F5,174637,omg Psc,
5.88538768,3.52556508,4,F2,181465,,
5.91385792,0.00205076,4,B8,181490,eta Aqr,
1.09897099,-0.11933834,4,F2,186646,omi1 Eri,Beid
1.24573937,-0.05680440,4,B5,187297,mu Eri,
2.13189386,-0.05207752,4,G0,191023,,
2.28495458,-0.12625241,4,G0,191645,,
1.36265723,-0.20715632,4,B8,215426,,
4.32466379,-0.28994650,4,K0,231795,,
4.54146677,-0.22422114,4,A0,232954,,
5.06875212,-0.31149424,4,A5,235882,,
5.97597143,-0.23723606,4,K5,240808,tau Aqr,
0.52362117,-0.36787763,4,M0,244533,ups Cet,
0.83808339,-0.50592489,4,F8,245929,,
0.87055619,-0.37974616,4,Mb,246096,,
1.19341083,-0.51952333,4,K0,247723,,
2.31488363,-0.48362874,4,K2,255235,gam Pyx,
4.27883464,-0.42183570,4,A3,265428,,
5.62311756,-0.38061039,4,G5,272540,,
6.12161334,-0.35082082,4,K0,274885,98 Aqr,
1.15207824,-0.59370651,4,K5,280171,43 Eri,
1.66728467,-0.58357594,4,G5,282573,,
1.78826842,-0.56738035,4,B2,283177,kap CMa,
2.26937555,-0.61624686,4,G5,285512,,
3.53884988,-0.68778878,4,K0,291480,,
3.75488935,-0.66122404,4,A0,292510,,
3.85568211,-0.61389711,4,K0,292985,,
1.56707339,-0.74726674,4,K0,310277,eta Col,
2.04743687,-0.80936740,4,B0,312195,,
2.06516963,-0.83955917,4,B1,312271,,
3.30610760,-0.84720608,4,A2,317627,,
3.77942228,-0.79201737,4,F8,319522,,
5.07296644,-0.77595539,4,B8,325041,,
5.07841128,-0.70888283,4,B8,325060,alp Sgr,Rukbat
5.88729990,-0.75914128,4,G5,328298,del1 Gru,
2.77327843,-1.00457074,4,K5,339204,,
3.60696891,-0.89767117,4,K0,342240,,
4.27536166,-0.87537948,4,K0,344876,gam2 Nor,
6.09743624,-1.01640519,4,F2,350952,gam Tuc,
1.90603066,-1.18607742,4,F5,355940,del Vol,
2.36687037,-1.15883070,4,A5,357086,alp Vol,
2.80796474,-1.05708808,4,K5,358201,,
2.72443423,-1.29209541,4,F5,370700,,
4.90016400,-1.24665586,4,K0,373937,zet Pav,
5.23856931,-1.27252838,4,A0,374450,eps Pav,
2.98418577,0.18376862,4,F5,400162,,
0.21427705,1.00907374,4.1,F8,25718,,
0.45230491,0.88468548,4.1,B0,26670,phi Per,
6.25868102,1.00355404,4.1,F8,42338,rho Cas,
0.42235818,0.72266152,4.1,G0,44216,ups And,
0.71645663,0.85919882,4.1,F8,45428,the Per,
0.94461160,0.84111683,4.1,B5,46366,,
1.11220044,0.84490225,4.1,G0,46912,mu Per,
6.19770191,0.77377320,4.1,A0,64525,kap And,
4.07067395,0.54731930,4.1,B5,78669,the CrB,
0.20655462,0.42354176,4.1,K0,90149,zet And,
0.98753179,0.41797445,4.1,B5,92859,,
1.69717132,0.35276769,4.1,B5,96047,nu Gem,
1.98933689,0.46941885,4.1,K5,97726,ups Gem,
4.17826419,0.46910736,4.1,K0,104451,eps CrB,
0.92010718,0.22578757,4.1,K0,119139,5 Tau,
3.84290419,0.28655504,4.1,A0,130766,,
4.07884478,0.18393365,4.1,F0,131518,,
4.13965809,0.31662987,4.1,K5,131722,kap Ser,
5.59415826,0.34565402,4.1,K0,140020,1 Peg,
0.69587389,0.00573330,4.1,B2,145784,del Cet,
3.16432098,0.15241853,4.1,G5,158495,omi Vir,
6.19570366,0.09819687,4.1,F8,174312,iot Psc,
1.88436327,0.00860054,4.1,A0,176744,del Mon,
1.63561552,-0.10951504,4.1,K0,188954,,
2.44557025,-0.16677847,4.1,G5,192278,,
3.54286413,-0.10918513,4.1,M0,196601,,
3.73507135,-0.10472964,4.1,F5,197358,iot Vir,Syrma
1.73085894,-0.33607740,4.1,K0,217422,,
1.80724451,-0.21011403,4.1,K2,217841,the CMa,
1.84899344,-0.27285187,4.1,B5,218074,gam CMa,
2.14357797,-0.22561822,4.1,K0,219771,,
2.44247091,-0.20900094,4.1,G5,221371,,
2.87880933,-0.31937416,4.1,K0,223763,alp Crt,Alkes
2.98836176,-0.30864436,4.1,A5,224369,gam Crt,
4.30670472,-0.32212281,4.1,B3,231703,,
5.52373684,-0.30076977,4.1,A0,238364,the Cap,
5.94977215,-0.32865335,4.1,K5,240657,,
0.79583428,-0.41232429,4.1,A3,245730,tau3 Eri,
0.86554440,-0.39289358,4.1,K0,246072,,
1.01976126,-0.42956421,4.1,B5,246826,,
1.80699580,-0.42209352,4.1,K2,251217,,
2.02374279,-0.50535412,4.1,A2,253053,,
2.39131000,-0.45131761,4.1,K5,255695,,
2.47534302,-0.38997442,4.1,K0,256185,,
4.16091613,-0.44204419,4.1,B3,264824,,
4.21849352,-0.36074699,4.1,B2,265127,,
4.82300300,-0.35852005,4.1,K0,268387,,
5.21783444,-0.45901325,4.1,G5,270451,,
5.43711818,-0.44106060,4.1,F8,271590,psi Cap,
5.46210243,-0.46982770,4.1,M0,271732,omg Cap,
0.70104334,-0.69560843,4.1,K0,278212,iot Eri,
3.76571112,-0.68960974,4.1,B5,292560,,
3.84827363,-0.65962469,4.1,B3,292953,,
4.61005829,-0.67431454,4.1,K0,296558,,
5.01551892,-0.66155842,4.1,A2,298624,alp CrA,
5.98876906,-0.57378901,4.1,A0,303110,,
2.25864876,-0.75030182,4.1,A5,313335,,
2.28812301,-0.74437143,4.1,G5,313500,,
2.29523086,-0.80357794,4.1,A0,313548,,
2.51688331,-0.86141214,4.1,A5,314504,,
3.32743153,-0.85194834,4.1,K0,317714,,
3.67271968,-0.79592860,4.1,F5,319099,,
3.74985466,-0.80386612,4.1,B3,319397,,
5.07550647,-0.78190575,4.1,F0,325051,,
5.21531222,-0.73074051,4.1,K0,325624,iot Sgr,
0.29837719,-0.96422488,4.1,B8,330793,,
1.11912627,-1.03501859,4.1,K2,333351,,
2.70356838,-0.96044203,4.1,K0,338896,,
4.00340998,-1.02627531,4.1,A3,343590,bet Cir,
4.02899476,-1.03534114,4.1,B5,343673,,
4.44877634,-0.92782585,4.1,K2,345574,eps1 Ara,
6.02522622,-0.92073336,4.1,G5,350708,zet Gru,
0.13770320,-1.09895693,4.1,A2,351870,,
0.61849734,-1.19833264,4.1,A2,352886,del Hyi,
0.69633990,-1.19148290,4.1,B9,353052,eps Hyi,
3.08274567,-1.06776446,4.1,G0,358961,,
3.22204455,-1.11706342,4.1,B3,359321,,
4.08721342,-1.15745116,4.1,K0,361547,eps TrA,
2.77275156,-1.37196439,4.1,M0,370783,gam Cha,
5.96054301,-1.42037759,4.1,F0,378770,bet Oct,
4.38936795,1.43182070,4.2,G5,2925,eps UMi,
4.80295549,1.24508075,4.2,A0,9824,,
0.14398835,1.09836672,4.2,B0,12303,kap Cas,
5.36506089,1.09945430,4.2,A5,22214,the Cep,
0.91223502,1.04615554,4.2,B9,28502,,
3.51345955,0.95972349,4.2,A5,34021,80 UMa,
0.30326128,0.82452577,4.2,B8,43693,,
3.73667866,0.80439301,4.2,A0,54024,lam Boo,
4.33759326,0.74066590,4.2,A0,55508,sig Her,
5.70196230,0.86061438,4.2,B3,62016,pi2 Cyg,
1.95961932,0.55474257,4.2,F0,72843,rho Gem,
2.73965852,0.64066217,4.2,K0,75233,bet LMi,
5.57377827,0.68756698,4.2,A0,86327,sig Cyg,
0.98265447,0.42703048,4.2,B5,92818,,
1.58877358,0.40602253,4.2,G5,95324,1 Gem,
4.91162740,0.35860077,4.2,F5,107791,110 Her,
1.62289207,0.24798908,4.2,B3,122068,,
2.25870119,0.09954897,4.2,A0,154763,del Hya,
2.49574199,-0.02068156,4.2,A3,177895,,
5.13441526,-0.02246214,4.2,B5,180738,,
1.41348514,-0.13627705,4.2,K0,188020,,
4.31010127,-0.14611285,4.2,A2,199688,,
4.81562491,-0.15593571,4.2,G5,201711,,
4.91822729,-0.08286609,4.2,G0,202135,,
5.83303878,-0.13584435,4.2,K0,206179,the Aqr,Ancha
6.08388041,-0.10557496,4.2,M0,207311,phi Aqr,
6.09072661,-0.15861091,4.2,K0,207344,psi1 Aqr,
6.09490369,-0.13485359,4.2,Mb,207366,,
1.11000831,-0.17900998,4.2,K0,214044,,
1.30868627,-0.21882021,4.2,F0,215134,,
3.71249726,-0.28452502,4.2,M0,228402,,
3.72146026,-0.17931047,4.2,K0,228460,kap Vir,
5.31299102,-0.21830917,4.2,G0,237206,alp1 Cap,
5.68392141,-0.32928007,4.2,G5,239234,,
0.98981177,-0.40578405,4.2,F8,246687,tau6 Eri,
1.39821867,-0.37070439,4.2,A0,248771,,
3.17830318,-0.43159990,4.2,F2,259912,,
4.20338057,-0.45143401,4.2,K0,265058,,
4.29395945,-0.34971753,4.2,K0,265490,,
4.56565202,-0.42193882,4.2,F0,266866,,
4.65811200,-0.48573933,4.2,F5,267303,,
5.04199760,-0.44081140,4.2,F5,269531,,
5.93698157,-0.47200024,4.2,B8,274114,eps PsA,
1.00118318,-0.63181297,4.2,K0,279496,,
1.69371026,-0.56862730,4.2,B5,282725,,
1.91247172,-0.64112900,4.2,B3,283776,,
2.14395365,-0.69147511,4.2,K5,284900,,
3.60274114,-0.57672252,4.2,F5,291783,1 Cen,
4.21755490,-0.64232135,4.2,B3,294664,the Lup,
4.32572153,-0.60570492,4.2,B3,295143,,
2.58168426,-0.81240752,4.2,G5,314752,,
3.89050834,-0.76053284,4.2,B5,319975,,
4.00786035,-0.83558243,4.2,B8,320444,,
4.42438950,-0.73935608,4.2,B1,322342,,
0.08757560,-1.13227871,4.2,F8,351761,zet Tuc,
1.05111596,-1.08488502,4.2,Mb,353858,,
2.12899865,-1.19758709,4.2,B5,356519,,
3.21825376,-1.18613181,4.2,Mb,359307,,
3.50815019,-1.12635977,4.2,G0,360081,,
5.61316766,-1.14085594,4.2,F8,365174,gam Pav,
5.87884095,-1.13387554,4.2,B9,365805,,
4.37674943,-1.35293342,4.2,K0,373182,,
4.55392035,0.64832679,4.2,A0,400231,,
5.43523163,0.53616514,4.2,K0,400275,52 Cyg,
0.29995955,1.50547005,4.3,K0,208,,
2.51801792,1.41941383,4.3,K2,1634,,
3.78529386,1.32114428,4.3,K2,8661,,
4.11923170,1.35776972,4.3,A2,8992,zet UMi,
1.28303632,1.15789816,4.3,B0,15047,alp Cam,
5.69609508,1.06675915,4.3,A2,23173,nu Cep,
1.07592530,0.87879548,4.3,A0,28916,lam Per,
5.29444675,0.98729334,4.3,A3,38261,33 Cyg,
2.19403318,0.75377526,4.3,K5,50530,31 Lyn,
3.28882172,0.72182401,4.3,G0,53064,bet CVn,Chara
4.22705494,0.78426234,4.3,B9,55199,phi Her,
6.18778931,0.75517051,4.3,B8,64473,iot And,
4.03385107,0.65235457,4.3,F0,78563,mu Boo,Alkalurops
4.79905264,0.62944548,4.3,K0,81209,kap Lyr,
5.03421613,0.68322702,4.3,B3,82545,eta Lyr,Aladfar
5.44284032,0.63688620,4.3,B5,85526,lam Cyg,
5.80316463,0.57906887,4.3,F5,87465,pi Peg,
1.16198632,0.39817156,4.3,A5,93517,,
1.23152635,0.40067373,4.3,B5,93709,4 Tau,
1.63789601,0.51483794,4.3,K0,95662,kap Aur,
2.49460128,0.40086731,4.3,K5,99651,,
3.45519886,0.48656579,4.3,G0,102444,bet Com,
0.71969647,0.17652434,4.3,F0,118503,mu Cet,
0.83614041,0.34429557,4.3,K0,118897,del Ari,
1.21369178,0.21835552,4.3,A3,120092,,
2.34959307,0.20695624,4.3,A3,125972,alp Cnc,Acubens
5.43957306,0.28142188,4.3,G5,138996,gam2 Del,
0.27464304,0.13770798,4.3,K0,144204,eps Psc,
0.45986727,0.15983235,4.3,K0,144950,omi Psc,
0.64646566,0.14765577,4.3,A0,145611,xi2 Cet,
0.94628668,0.00700987,4.3,G5,146728,10 Tau,
1.11497886,0.15520059,4.3,B3,147354,mu Tau,
1.42609602,0.05402894,4.3,B2,148960,,
1.47997448,0.07193345,4.3,B3,149277,,
2.30572356,0.10188698,4.3,A0,155024,,
3.67237614,0.02695680,4.3,A2,160264,tau Vir,
4.56628201,0.07226254,4.3,K0,164002,,
6.14342108,0.11133377,4.3,G5,174110,the Psc,
3.04101340,0.01437787,4.3,K0,178542,ups Leo,
1.34890556,-0.15278796,4.3,B2,187755,lam Eri,
1.46339720,-0.08444538,4.3,B3,188224,,
4.61571992,-0.14169998,4.3,B8,200882,,
0.19281554,-0.18517250,4.3,K0,209224,,
0.69622965,-0.20720873,4.3,F5,211811,,
0.71611957,-0.24188018,4.3,B5,211922,pi Cet,
1.39441029,-0.22997849,4.3,B1,215598,lam Lep,
2.13378347,-0.33588943,4.3,B3,219714,,
2.58081072,-0.25912442,4.3,K0,222116,,
4.16184973,-0.29198238,4.3,K0,230911,,
5.36191442,-0.31091368,4.3,F0,237491,,
5.59485675,-0.29381881,4.3,K0,238745,iot Cap,
5.78767389,-0.24207120,4.3,B8,239801,iot Aqr,
0.25571713,-0.51238450,4.3,B5,243446,alp Scl,
0.93282619,-0.37756504,4.3,B8,246387,tau5 Eri,
3.76596899,-0.48440091,4.3,K2,262841,,
4.56994735,-0.52127889,4.3,F5,266888,45 Oph,
4.95289280,-0.39568878,4.3,K0,269074,,
1.54075281,-0.58994465,4.3,B5,281997,,
2.73646682,-0.54223554,4.3,K5,287713,alp Ant,
3.31558139,-0.69791135,4.3,B8,290428,,
4.34750302,-0.61532014,4.3,M0,295235,,
5.69390521,-0.57640889,4.3,A0,301781,iot PsA,
5.89705644,-0.56454507,4.3,A0,302699,bet PsA,
6.00370973,-0.56792432,4.3,K0,303181,,
0.64134574,-0.83259002,4.3,B5,306757,kap Eri,
0.87234966,-0.75170986,4.3,G5,307533,,
2.15569462,-0.70420549,4.3,K0,312790,,
3.37475264,-0.70125462,4.3,A5,317899,,
3.43354544,-0.87102833,4.3,B3,318144,xi2 Cen,
4.20282127,-0.85922142,4.3,G5,321310,,
5.88942971,-0.76356608,4.3,Mb,328309,,
1.11712714,-0.89861151,4.3,F5,333343,gam Dor,
1.72340915,-0.92459970,4.3,A0,335291,,
2.24854650,-1.01245333,4.3,K0,337044,,
2.27162223,-1.04302839,4.3,B2,337131,,
2.78707061,-1.03293680,4.3,K5,339274,,
2.78950149,-0.97046036,4.3,G0,339290,,
3.37979388,-0.99794188,4.3,B3,341411,,
3.75387771,-0.98413099,4.3,B5,342760,,
3.76388368,-1.02031710,4.3,G0,342793,,
3.80751139,-0.88064654,4.3,B2,342920,,
1.20759665,-1.08345177,4.3,Mc,354226,,
1.50435520,-1.14730163,4.3,A5,354937,del Dor,
3.15478937,-1.10501444,4.3,A5,359149,,
4.74982578,-1.11122345,4.3,A5,363162,,
2.18446245,-1.35235920,4.3,K0,369901,the Cha,
3.16241966,-1.33550819,4.3,K5,371360,,
3.22163847,-1.38425907,4.3,B5,371459,bet Cha,
2.86065282,0.43196414,4.3,A0,400158,,
5.77611625,1.12797235,4.3,A3,400291,,
4.59115201,1.51121912,4.4,A0,3067,del UMi,
5.04203833,1.28029427,4.4,K0,10127,tau Dra,
5.27477289,1.35631979,4.4,B9,10431,kap Cep,
5.86238809,0.91156898,4.4,K0,40598,bet Lac,
0.91880574,0.83767508,4.4,K0,46257,sig Per,
1.94915731,0.85890231,4.4,A0,49857,,
5.89261596,0.75264259,4.4,B3,63038,6 Lac,
0.16092357,0.58851353,4.4,B3,65480,pi And,
4.90774411,0.65633159,4.4,A3,81740,zet1 Lyr,
5.04560825,0.66555929,4.4,K0,82611,the Lyr,
5.34010028,0.56182376,4.4,K2,84863,39 Cyg,
5.57596902,0.60906502,4.4,B3,86342,ups Cyg,
0.16823155,0.51158654,4.4,G5,90002,eps And,
0.24961073,0.40871465,4.4,G5,90327,,
1.06768415,0.38540210,4.4,K0,93219,37 Tau,
1.15789258,0.38910210,4.4,A3,93506,,
2.88995719,0.35220608,4.4,A0,100837,,
3.25913119,0.49337713,4.4,K0,101903,,
4.58471218,0.45571705,4.4,K0,106001,,
4.75060340,0.36328272,4.4,B3,106829,,
5.09943995,0.43048381,4.4,M0,109083,alp Vul,
6.13212626,0.40847884,4.4,G0,115465,ups Peg,
1.15841713,0.31290301,4.4,A2,119872,,
1.60383555,0.25775798,4.4,B2,121940,nu Ori,
4.42444470,0.17741834,4.4,B8,132794,,
4.91755723,0.31732698,4.4,A3,135215,,
5.15329863,0.30501441,4.4,K0,136766,bet Sge,
5.42561327,0.26310072,4.4,A5,138900,del Del,
0.21241747,0.13238390,4.4,K5,143916,del Psc,
0.44257891,0.09577634,4.4,K0,144883,nu Psc,
0.58032204,0.15440433,4.4,G5,145390,xi1 Cet,
1.26803311,0.15533755,4.4,A0,148045,,
1.46093068,0.16562374,4.4,B0,149155,phi1 Ori,
1.58119492,0.16837671,4.4,A2,149808,,
1.67450408,0.08016025,4.4,A5,150415,8 Mon,
2.26350608,0.05831804,4.4,K0,154796,sig Hya,
3.93964758,0.03650002,4.4,K0,161209,,
4.72003730,0.02277751,4.4,A2,165024,,
5.12293136,0.12878673,4.4,K0,168141,mu Aql,
2.65262906,0.00648898,4.4,A0,178090,,
0.00855436,-0.10496555,4.4,M3,181772,30 Psc,
3.44680703,-0.09667388,4.4,A0,196233,the Vir,
3.91470006,-0.07586039,4.4,F0,198081,,
4.71449886,-0.06440880,4.4,F0,201297,,
4.72583434,-0.14277394,4.4,F0,201336,,
5.44428138,-0.08775006,4.4,M0,204454,3 Aqr,
1.81573925,-0.29765426,4.4,B5,217897,,
4.63129545,-0.22471516,4.4,A2,233454,,
5.87552380,-0.29220278,4.4,G0,240280,,
0.67126715,-0.49274998,4.4,B9,245146,,
1.70979442,-0.40872968,4.4,B1,250550,,
1.91422941,-0.43553906,4.4,Oe,252114,,
1.98117966,-0.38914093,4.4,F8,252677,,
2.08069063,-0.39933244,4.4,F8,253514,,
2.33667327,-0.48314141,4.4,A2,255378,,
2.54050307,-0.41740489,4.4,G0,256602,,
4.14943106,-0.44944637,4.4,B3,264768,,
4.32901446,-0.37466052,4.4,F0,265642,,
1.56004880,-0.61580990,4.4,B3,282087,gam Col,
1.64301841,-0.61331844,4.4,K0,282461,kap Col,
2.17535787,-0.63982645,4.4,A5,285071,,
3.61914004,-0.60128071,4.4,Mb,291859,,
3.63556155,-0.55724130,4.4,B5,291934,,
5.23483729,-0.61568787,4.4,B3,299634,the1 Sgr,
6.10352118,-0.56779036,4.4,K0,303593,gam Scl,
6.16524919,-0.66005584,4.4,B9,303896,bet Scl,
0.49587400,-0.80813311,4.4,M3,306298,psi Phe,
0.77786474,-0.70344933,4.4,A2,307196,,
1.22418179,-0.73066138,4.4,F2,308904,alp Cae,
2.04350108,-0.82166353,4.4,K0,312177,,
2.08672154,-0.85948831,4.4,B1,312389,,
2.22292812,-0.78059007,4.4,B5,313144,,
2.35658842,-0.72001381,4.4,F8,313858,,
2.42768288,-0.77258424,4.4,K5,314148,,
2.88046790,-0.73698151,4.4,A2,315943,,
0.18916627,-1.00291976,4.4,A0,330455,eta Phe,
1.78833089,-0.93588651,4.4,G5,335506,,
2.29820221,-0.99082346,4.4,B3,337235,,
2.34014204,-0.92019765,4.4,B5,337395,,
3.70844323,-0.93268834,4.4,K0,342601,,
5.24360611,-1.03630563,4.4,Mb,348199,,
5.75050209,-0.95980198,4.4,F0,349835,del Ind,
0.33061212,-1.20211287,4.4,F8,352298,,
2.90832881,-1.08950452,4.4,K0,358483,,
3.09658163,-1.11331808,4.4,B5,359000,,
3.34070846,-1.06432344,4.4,K0,359604,,
4.81373486,-1.07327126,4.4,K2,363303,xi Pav,
2.81774833,-1.40569137,4.4,B3,377263,del2 Cha,
1.11383276,-0.13356616,4.4,G5,400061,,
1.83288703,1.34350951,4.5,K5,6504,,
1.29715124,0.93815194,4.5,A2,29506,,
1.65641796,1.02993571,4.5,A0,30362,2 Lyn,
5.13319484,0.87652277,4.5,F5,37578,the Cyg,
5.43387325,1.00495602,4.5,G0,38840,,
5.82519469,0.99559999,4.5,F0,40404,,
0.19515137,0.84272122,4.5,B2,43265,omi Cas,
0.21735523,0.71696220,4.5,B3,43365,nu And,
0.91353711,0.86409379,4.5,B5,46235,,
5.46831653,0.77470433,4.5,B3,60622,57 Cyg,
5.85132998,0.81221820,4.5,B5,62818,2 Lac,
0.07457399,0.67512254,4.5,A2,65154,,
0.07996996,0.64202382,4.5,A2,65183,sig And,
0.31267784,0.52516326,4.5,K0,66044,tau Psc,
0.74431282,0.66878738,4.5,F0,67819,,
2.50552035,0.63525699,4.5,G5,74607,10 LMi,
5.82014465,0.69315562,4.5,K2,87555,,
0.87414510,0.50699109,4.5,K5,92402,,
1.58790011,0.35148235,4.5,B2,95316,,
1.63571552,0.39281630,4.5,M1,95649,,
2.46376894,0.45696738,4.5,K0,99550,kap Leo,
3.08916936,0.35288676,4.5,F8,101425,93 Leo,
3.81651292,0.51915041,4.5,F0,103421,,
3.94638906,0.47032468,4.5,K0,103769,psi Boo,
5.20745998,0.42026733,4.5,A0,109955,,
1.20276572,0.17734251,4.5,A3,120054,,
1.96260689,0.20955412,4.5,K0,124081,6 CMi,
3.60961287,0.30467839,4.5,F5,130070,tau Boo,
6.14859889,0.22271375,4.5,K0,142551,70 Peg,
1.41697602,0.03222561,4.5,B3,148907,,
1.71436638,0.12798392,4.5,A0,150730,13 Mon,
1.77962788,0.04209952,4.5,K0,151262,18 Mon,
6.03830230,0.06667225,4.5,B5,173700,bet Psc,
6.05194881,0.16422622,4.5,M0,173762,55 Peg,
6.20484983,0.03106763,4.5,A5,174348,lam Psc,
0.06309547,-0.13579703,4.5,M0,182013,,
1.27799436,-0.09516713,4.5,F0,187434,,
1.77857951,-0.15705335,4.5,K5,189527,,
1.84105859,-0.09986977,4.5,K5,189831,,
2.95249379,-0.06373307,4.5,A5,194304,phi Leo,
4.56679077,-0.08877786,4.5,F0,200658,,
0.01631817,-0.30257023,4.5,A0,208289,2 Cet,
0.01964353,-0.18342586,4.5,K2,208309,,
0.04914912,-0.26996781,4.5,F5,208457,,
0.37359238,-0.25479693,4.5,G5,210172,,
1.26620699,-0.28304280,4.5,K0,214891,,
3.52317776,-0.27879244,4.5,K0,227314,,
3.74857402,-0.23336986,4.5,A2,228615,,
3.98031709,-0.34543100,4.5,A0,229892,iot Lib,
5.53964988,-0.19847360,4.5,K0,238460,nu Aqr,
6.20779791,-0.25385639,4.5,A0,242001,omg2 Aqr,
0.50906927,-0.39316881,4.5,K5,244461,,
1.72375785,-0.40081175,4.5,A0,250643,xi2 CMa,
1.96287079,-0.40185081,4.5,A3,252529,,
2.93066175,-0.39838643,4.5,A2,258664,bet Crt,
4.32059877,-0.43834395,4.5,B3,265598,,
4.76353992,-0.41366586,4.5,K0,268021,,
5.23142226,-0.45720281,4.5,G5,270516,,
5.52888905,-0.43643431,4.5,M0,272060,24 Cap,
6.13503470,-0.36027231,4.5,K5,274952,,
0.73779641,-0.56559042,4.5,K0,278384,bet For,
1.99564539,-0.61031560,4.5,B8,284170,,
2.48380169,-0.62747073,4.5,K2,286515,eps Ant,
2.77164641,-0.69049792,4.5,Nb,287864,,
4.02802727,-0.64330281,4.5,B3,293783,,
4.03754346,-0.67603108,4.5,A0,293825,,
5.78626788,-0.69016160,4.5,K2,302182,lam Gru,
5.79616710,-0.57575832,4.5,A2,302229,mu PsA,
1.88740181,-0.81610543,4.5,F0,311577,,
2.12350930,-0.79004180,4.5,K0,312586,,
3.10295528,-0.78842693,4.5,K0,316836,,
3.69157077,-0.71872794,4.5,B3,319170,,
4.60618838,-0.81167593,4.5,A0,323154,,
4.69838482,-0.77391564,4.5,K0,323563,,
4.76138662,-0.80205548,4.5,K0,323819,,
1.52641071,-0.98029374,4.5,K0,334652,gam Pic,
2.70925256,-0.97814039,4.5,B5,338934,,
5.42814421,-0.90619327,4.5,F0,348821,eta Ind,
2.93477128,-1.05274066,4.5,F5,358566,,
3.50214131,-1.06444736,4.5,B5,360064,,
4.84928722,-1.08696255,4.5,B8,363387,,
5.39124301,-1.05735042,4.5,F0,364659,,
